File_Name	Mol_Formula	Nonhydrogen_Atoms	Point_Group	[W1-F12 all-electron, nonrel. CCSD(T)/CBS (kcal/mol)]
dsgdb9nsd_001615	C6H11N	7	C1	1797.968275
dsgdb9nsd_001617	C6H10O	7	C1	1689.767314
dsgdb9nsd_001618	C5H9NO	7	C1	1599.189688
dsgdb9nsd_001619	C4H9N3	7	C1	1539.85874
dsgdb9nsd_001620	C6H10O	7	C1	1693.594564
dsgdb9nsd_001621	C5H9NO	7	C1	1604.012738
dsgdb9nsd_001622	C4H8N2O	7	C1	1472.018688
dsgdb9nsd_001623	C5H8O2	7	C1	1493.214942
dsgdb9nsd_001624	C4H7NO2	7	C1	1401.849082
dsgdb9nsd_001630	C4H6O3	7	C1	1335.564864
dsgdb9nsd_001631	C5H8O2	7	C1	1533.671007
dsgdb9nsd_001632	C4H7NO2	7	C1	1424.330796
dsgdb9nsd_001634	C3H7N3O	7	C1	1369.874731
dsgdb9nsd_001635	C4H8N2O	7	C1	1483.350248
dsgdb9nsd_001636	C4H7NO2	7	C1	1426.882864
dsgdb9nsd_001637	C3H7N3O	7	C1	1361.764961
dsgdb9nsd_001638	C3H6N2O2	7	C1	1311.864326
dsgdb9nsd_001639	C3H5NO3	7	C1	1231.689791
dsgdb9nsd_001640	C4H8N2O	7	C1	1479.329086
dsgdb9nsd_001641	C3H7N3O	7	C1	1371.155252
dsgdb9nsd_001642	C3H6N2O2	7	C1	1299.101316
dsgdb9nsd_001644	C5H8O2	7	C1	1536.836905
dsgdb9nsd_001645	C4H8N2O	7	C1	1483.872242
dsgdb9nsd_001646	C4H7NO2	7	C1	1428.675
dsgdb9nsd_001647	C4H8N2O	7	C1	1477.86156
dsgdb9nsd_001648	C3H6N2O2	7	C1	1299.101743
dsgdb9nsd_001649	C4H7NO2	7	C1	1423.781135
dsgdb9nsd_001650	C3H6N2O2	7	C1	1316.576678
dsgdb9nsd_001651	C4H6O3	7	C1	1346.46018
dsgdb9nsd_001652	C3H6N2O2	7	C1	1291.943585
dsgdb9nsd_001653	C3H5NO3	7	C1	1237.613957
dsgdb9nsd_001654	C3H6N2O2	7	C1	1282.527147
dsgdb9nsd_001655	C3H5NO3	7	C1	1227.053029
dsgdb9nsd_001697	C7H10	7	C1	1737.542725
dsgdb9nsd_001698	C6H9N	7	CS	1648.378375
dsgdb9nsd_001699	C5H8N2	7	C1	1514.25083
dsgdb9nsd_001700	C6H8O	7	C1	1536.314779
dsgdb9nsd_001701	C5H7NO	7	C1	1445.538684
dsgdb9nsd_001702	C6H8O	7	C1	1534.157057
dsgdb9nsd_001703	C5H7NO	7	CS	1443.606105
dsgdb9nsd_001704	C5H8N2	7	CS	1519.813451
dsgdb9nsd_001705	C4H7N3	7	CS	1383.481709
dsgdb9nsd_001706	C4H6N2O	7	CS	1313.7645
dsgdb9nsd_001707	C6H8O	7	C1	1541.93552
dsgdb9nsd_001708	C5H7NO	7	C1	1451.007599
dsgdb9nsd_001709	C4H6N2O	7	C1	1313.830897
dsgdb9nsd_001710	C5H6O2	7	C1	1336.517587
dsgdb9nsd_001711	C4H5NO2	7	C1	1244.046262
dsgdb9nsd_001712	C6H10O	7	C1	1710.570484
dsgdb9nsd_001713	C5H8O2	7	C1	1510.49811
dsgdb9nsd_001714	C5H8O2	7	C1	1505.985476
dsgdb9nsd_001715	C5H8O2	7	C1	1518.896446
dsgdb9nsd_001716	C4H6O3	7	C1	1314.087906
dsgdb9nsd_001730	C6H9N	7	C1	1608.011668
dsgdb9nsd_001731	C6H8O	7	C1	1538.656112
dsgdb9nsd_001732	C6H8O	7	C1	1541.363175
dsgdb9nsd_001733	C7H10	7	C1	1735.497063
dsgdb9nsd_001734	C6H9N	7	C1	1604.186031
dsgdb9nsd_001735	C6H8O	7	C1	1536.351652
dsgdb9nsd_001736	C6H9N	7	C1	1646.497039
dsgdb9nsd_001737	C5H8N2	7	C1	1515.055806
dsgdb9nsd_001738	C5H7NO	7	C1	1446.473717
dsgdb9nsd_001739	C6H8O	7	C1	1539.932616
dsgdb9nsd_001740	C5H7NO	7	C1	1450.093387
dsgdb9nsd_001741	C5H9NO	7	C1	1594.622918
dsgdb9nsd_001742	C5H8O2	7	C1	1519.967166
dsgdb9nsd_001743	C6H10O	7	C1	1707.541646
dsgdb9nsd_001744	C5H9NO	7	C1	1576.741734
dsgdb9nsd_001745	C5H8O2	7	C1	1508.7484
dsgdb9nsd_001746	C5H8O2	7	C1	1510.061326
dsgdb9nsd_001758	C6H8O	7	C1	1538.570105
dsgdb9nsd_001759	C5H7NO	7	C1	1448.809057
dsgdb9nsd_001760	C7H10	7	C1	1736.021654
dsgdb9nsd_001761	C6H9N	7	C1	1646.85573
dsgdb9nsd_001762	C5H8N2	7	C1	1515.533754
dsgdb9nsd_001763	C6H8O	7	C1	1538.09439
dsgdb9nsd_001764	C5H7NO	7	C1	1447.351465
dsgdb9nsd_001765	C6H9N	7	C1	1606.157697
dsgdb9nsd_001766	C5H8N2	7	C1	1515.545031
dsgdb9nsd_001767	C6H8O	7	C1	1537.333039
dsgdb9nsd_001769	C6H9N	7	C1	1594.703936
dsgdb9nsd_001770	C5H8N2	7	C1	1504.571985
dsgdb9nsd_001771	C4H6N2O	7	C1	1321.780495
dsgdb9nsd_001772	C4H7N3	7	C1	1389.318251
dsgdb9nsd_001773	C4H6N2O	7	C1	1318.130279
dsgdb9nsd_001774	C5H6O2	7	C1	1340.204168
dsgdb9nsd_001775	C4H5NO2	7	C1	1248.382554
dsgdb9nsd_001776	C5H8O2	7	C1	1513.398434
dsgdb9nsd_001777	C6H10O	7	C1	1711.200711
dsgdb9nsd_001778	C5H8O2	7	C1	1514.298684
dsgdb9nsd_001779	C5H9NO	7	C1	1581.923513
dsgdb9nsd_001780	C5H8O2	7	C1	1512.760941
dsgdb9nsd_001781	C5H9NO	7	C1	1571.532815
dsgdb9nsd_001782	C4H6O3	7	C1	1316.982865
dsgdb9nsd_001798	C6H10O	7	C1	1716.718835
dsgdb9nsd_001799	C5H9NO	7	C1	1586.021407
dsgdb9nsd_001800	C5H8O2	7	C1	1515.631866
dsgdb9nsd_001801	C5H8O2	7	C1	1519.807326
dsgdb9nsd_001802	C5H9NO	7	C1	1606.028443
dsgdb9nsd_001803	C4H8N2O	7	C1	1475.898202
dsgdb9nsd_001804	C4H7NO2	7	C1	1406.819578
dsgdb9nsd_001805	C4H7NO2	7	C1	1410.721156
dsgdb9nsd_001806	C4H7NO2	7	C1	1412.45799
dsgdb9nsd_001819	C4H4N2O	7	C1	1220.740258
dsgdb9nsd_001821	C5H4O2	7	C1	1268.656752
dsgdb9nsd_001822	C4H3NO2	7	C2V	1162.960627
dsgdb9nsd_001824	C4H6N2O	7	C1	1365.817392
dsgdb9nsd_001825	C4H5NO2	7	C1	1293.023661
dsgdb9nsd_001826	C3H5N3O	7	C1	1244.021877
dsgdb9nsd_001827	C3H4N2O2	7	C1	1171.999907
dsgdb9nsd_001829	C3H4N2O2	7	C1	1171.933084
dsgdb9nsd_001830	C3H3NO3	7	CS	1098.4526
dsgdb9nsd_001832	C3H5N3O	7	C1	1239.924943
dsgdb9nsd_001833	C5H6O2	7	C1	1408.233056
dsgdb9nsd_001834	C4H5NO2	7	C2	1311.379293
dsgdb9nsd_001836	C3H4N2O2	7	C1	1189.538359
dsgdb9nsd_001837	C5H7NO	7	C1	1465.794917
dsgdb9nsd_001838	C6H8O	7	C1	1599.20141
dsgdb9nsd_001839	C5H7NO	7	C1	1481.728726
dsgdb9nsd_001840	C5H6O2	7	C1	1411.154452
dsgdb9nsd_001841	C4H6N2O	7	C1	1342.033653
dsgdb9nsd_001842	C5H7NO	7	C1	1479.138191
dsgdb9nsd_001843	C4H6N2O	7	C1	1358.417656
dsgdb9nsd_001844	C4H5NO2	7	C1	1288.623527
dsgdb9nsd_001845	C6H8O	7	C1	1593.924996
dsgdb9nsd_001846	C5H7NO	7	C1	1481.718083
dsgdb9nsd_001847	C5H7NO	7	C1	1479.48895
dsgdb9nsd_001848	C4H7N3	7	C1	1415.876454
dsgdb9nsd_001849	C4H6N2O	7	C1	1362.399624
dsgdb9nsd_001850	C4H5NO2	7	C1	1291.72006
dsgdb9nsd_001851	C3H5N3O	7	C1	1240.91824
dsgdb9nsd_001852	C6H8O	7	C1	1595.226564
dsgdb9nsd_001853	C5H7NO	7	C1	1480.076211
dsgdb9nsd_001854	C5H7NO	7	C1	1465.351751
dsgdb9nsd_001855	C5H6O2	7	C1	1410.317875
dsgdb9nsd_001856	C5H6O2	7	C1	1397.62775
dsgdb9nsd_001857	C7H12	7	CS	1915.715444
dsgdb9nsd_001858	C6H10O	7	C1	1720.506645
dsgdb9nsd_001859	C6H10O	7	C1	1716.315892
dsgdb9nsd_001860	C5H8O2	7	CS	1524.904774
dsgdb9nsd_001861	C6H10O	7	C1	1722.607227
dsgdb9nsd_001862	C7H12	7	C1	1917.884582
dsgdb9nsd_001863	C5H9NO	7	C1	1606.248887
dsgdb9nsd_001864	C5H8O2	7	C1	1531.848374
dsgdb9nsd_001865	C5H9NO	7	C1	1607.439185
dsgdb9nsd_001866	C6H10O	7	C1	1736.261639
dsgdb9nsd_001867	C5H9NO	7	C1	1623.624807
dsgdb9nsd_001868	C5H8O2	7	C1	1552.730164
dsgdb9nsd_001869	C5H9NO	7	C1	1621.979841
dsgdb9nsd_001870	C4H8N2O	7	C1	1501.658572
dsgdb9nsd_001871	C4H7NO2	7	C1	1431.971088
dsgdb9nsd_001872	C5H9NO	7	C1	1605.258627
dsgdb9nsd_001873	C4H7NO2	7	C1	1410.19354
dsgdb9nsd_001874	C5H8O2	7	C1	1550.473847
dsgdb9nsd_001876	C4H6O3	7	C1	1359.706661
dsgdb9nsd_001877	C4H7NO2	7	C1	1405.897265
dsgdb9nsd_001878	C4H6O3	7	C1	1351.65375
dsgdb9nsd_001879	C5H9NO	7	C1	1593.016632
dsgdb9nsd_001880	C5H8O2	7	C1	1540.023367
dsgdb9nsd_001882	C4H7NO2	7	C1	1408.267663
dsgdb9nsd_001883	C4H6O3	7	C1	1353.551295
dsgdb9nsd_001884	C6H10O	7	C1	1723.286079
dsgdb9nsd_001885	C7H12	7	C1	1918.029147
dsgdb9nsd_001886	C5H9NO	7	C1	1605.076756
dsgdb9nsd_001887	C6H10O	7	C1	1716.017706
dsgdb9nsd_001895	C6H10O	7	C1	1684.142482
dsgdb9nsd_001896	C5H8O2	7	C1	1481.645305
dsgdb9nsd_001897	C7H12	7	C1	1877.518709
dsgdb9nsd_001898	C6H10O	7	C1	1672.465811
dsgdb9nsd_001899	C6H10O	7	C1	1684.168637
dsgdb9nsd_001900	C6H11N	7	C1	1735.256971
dsgdb9nsd_001901	C5H9NO	7	C1	1543.429821
dsgdb9nsd_001902	C5H8O2	7	C1	1491.169405
dsgdb9nsd_001903	C5H7NO	7	C1	1434.126432
dsgdb9nsd_001904	C5H6O2	7	C1	1362.434564
dsgdb9nsd_001905	C5H7NO	7	C1	1432.23222
dsgdb9nsd_001906	C6H8O	7	C1	1566.65465
dsgdb9nsd_001907	C5H7NO	7	C1	1445.886419
dsgdb9nsd_001908	C5H6O2	7	C1	1378.52611
dsgdb9nsd_001909	C5H7NO	7	C1	1438.480307
dsgdb9nsd_001910	C5H6O2	7	C1	1367.002475
dsgdb9nsd_001911	C5H9NO	7	C1	1564.468056
dsgdb9nsd_001912	C5H8O2	7	C1	1497.179409
dsgdb9nsd_001913	C6H10O	7	C1	1694.268829
dsgdb9nsd_001914	C7H12	7	C1	1888.665399
dsgdb9nsd_001915	C6H10O	7	C1	1691.035624
dsgdb9nsd_001916	C6H10O	7	C1	1691.617112
dsgdb9nsd_001917	C6H10O	7	C1	1688.034441
dsgdb9nsd_001918	C5H9NO	7	C1	1549.778404
dsgdb9nsd_001919	C5H8O2	7	C1	1496.789493
dsgdb9nsd_001920	C7H10	7	C1	1748.08806
dsgdb9nsd_001921	C6H8O	7	C1	1545.854888
dsgdb9nsd_001922	C6H8O	7	C1	1553.156513
dsgdb9nsd_001923	C7H12	7	C1	1906.528322
dsgdb9nsd_001924	C6H10O	7	C1	1703.703315
dsgdb9nsd_001925	C6H10O	7	CS	1701.441896
dsgdb9nsd_001926	C6H10O	7	C1	1707.020023
dsgdb9nsd_001927	C6H10O	7	C1	1711.978019
dsgdb9nsd_001928	C5H8O2	7	C1	1505.290145
dsgdb9nsd_001931	C6H10O	7	C1	1693.839318
dsgdb9nsd_001932	C5H8O2	7	C1	1488.67749
dsgdb9nsd_001933	C6H11N	7	C1	1759.984159
dsgdb9nsd_001934	C6H10O	7	C1	1695.048127
dsgdb9nsd_001935	C5H8O2	7	C1	1494.869396
dsgdb9nsd_001936	C5H5NO	7	C1	1281.878239
dsgdb9nsd_001937	C4H4N2O	7	C1	1188.707599
dsgdb9nsd_001938	C6H6O	7	CS	1411.680355
dsgdb9nsd_001939	C5H5NO	7	CS	1321.000212
dsgdb9nsd_001940	C5H5NO	7	C1	1296.853866
dsgdb9nsd_001941	C5H4O2	7	C1	1228.631849
dsgdb9nsd_001942	C4H3NO2	7	C1	1134.811561
dsgdb9nsd_001943	C4H5NO2	7	C1	1252.844893
dsgdb9nsd_001944	C5H6O2	7	C1	1384.000446
dsgdb9nsd_001945	C4H5NO2	7	C1	1269.798957
dsgdb9nsd_001947	C4H5NO2	7	C1	1261.491277
dsgdb9nsd_001948	C7H10	7	CS	1736.91428
dsgdb9nsd_001949	C6H9N	7	CS	1647.734212
dsgdb9nsd_001950	C5H8N2	7	C1	1513.890809
dsgdb9nsd_001951	C6H8O	7	C1	1536.345126
dsgdb9nsd_001952	C5H7NO	7	C1	1445.336532
dsgdb9nsd_001953	C5H8N2	7	CS	1508.721053
dsgdb9nsd_001954	C6H8O	7	C1	1541.859014
dsgdb9nsd_001955	C5H7NO	7	C1	1452.511281
dsgdb9nsd_001956	C6H10O	7	C1	1709.131818
dsgdb9nsd_001957	C5H8O2	7	C1	1509.818015
dsgdb9nsd_001958	C5H9NO	7	C1	1590.554511
dsgdb9nsd_001959	C5H8O2	7	C1	1513.891179
dsgdb9nsd_001960	C4H7NO2	7	C1	1393.651781
dsgdb9nsd_001961	C5H9NO	7	C1	1583.873938
dsgdb9nsd_001962	C5H9NO	7	C1	1590.53716
dsgdb9nsd_001963	C6H10O	7	C1	1715.853662
dsgdb9nsd_001964	C5H9NO	7	C1	1603.744572
dsgdb9nsd_001965	C5H8O2	7	C1	1537.683936
dsgdb9nsd_001966	C5H9NO	7	C1	1576.246459
dsgdb9nsd_001967	C5H8O2	7	C1	1510.050853
dsgdb9nsd_001968	C4H7NO2	7	C1	1393.354298
dsgdb9nsd_001969	C5H8O2	7	C1	1518.720756
dsgdb9nsd_001970	C4H7NO2	7	C1	1406.281464
dsgdb9nsd_001971	C4H6O3	7	C1	1340.299938
dsgdb9nsd_001981	C5H9NO	7	C1	1579.348816
dsgdb9nsd_001982	C6H10O	7	C1	1711.793368
dsgdb9nsd_001983	C5H9NO	7	C1	1578.993382
dsgdb9nsd_001984	C5H8O2	7	C1	1511.306806
dsgdb9nsd_001985	C5H9NO	7	C1	1573.010769
dsgdb9nsd_001986	C5H9NO	7	C1	1596.709795
dsgdb9nsd_001987	C5H8O2	7	C1	1526.12597
dsgdb9nsd_001988	C5H9NO	7	C1	1602.079344
dsgdb9nsd_001989	C4H8N2O	7	C1	1470.227845
dsgdb9nsd_001990	C4H7NO2	7	C1	1402.949514
dsgdb9nsd_001991	C4H8N2O	7	C1	1464.953207
dsgdb9nsd_001992	C4H8N2O	7	C1	1479.668863
dsgdb9nsd_001993	C4H7NO2	7	C1	1411.034622
dsgdb9nsd_002002	C7H8	7	C1	1573.78885
dsgdb9nsd_002003	C6H6O	7	CS	1363.884023
dsgdb9nsd_002004	C6H7N	7	C1	1429.558144
dsgdb9nsd_002005	C6H7N	7	C1	1483.537635
dsgdb9nsd_002006	C5H6N2	7	C1	1344.128938
dsgdb9nsd_002007	C5H5NO	7	C1	1270.998793
dsgdb9nsd_002008	C5H6N2	7	C1	1338.235482
dsgdb9nsd_002009	C6H8O	7	C1	1544.559972
dsgdb9nsd_002010	C5H6O2	7	C1	1335.605753
dsgdb9nsd_002011	C5H7NO	7	C1	1399.204249
dsgdb9nsd_002012	C7H12	7	C1	1877.315182
dsgdb9nsd_002013	C6H10O	7	C1	1671.904905
dsgdb9nsd_002014	C6H11N	7	C1	1733.561234
dsgdb9nsd_002015	C6H10O	7	C1	1674.050046
dsgdb9nsd_002016	C5H9NO	7	C1	1531.729988
dsgdb9nsd_002017	C6H10O	7	C1	1679.135101
dsgdb9nsd_002018	C5H8O2	7	C1	1474.50532
dsgdb9nsd_002019	C5H9NO	7	C1	1535.181667
dsgdb9nsd_002020	C5H7NO	7	CS	1433.655028
dsgdb9nsd_002021	C6H8O	7	CS	1561.714557
dsgdb9nsd_002022	C5H7NO	7	C1	1446.828066
dsgdb9nsd_002023	C5H6O2	7	CS	1380.443327
dsgdb9nsd_002024	C5H7NO	7	C1	1429.857404
dsgdb9nsd_002025	C5H6O2	7	CS	1362.065431
dsgdb9nsd_002026	C7H12	7	CS	1886.86919
dsgdb9nsd_002027	C6H10O	7	C1	1688.590941
dsgdb9nsd_002028	C6H10O	7	CS	1689.605153
dsgdb9nsd_002029	C5H10N2	7	C1	1615.446005
dsgdb9nsd_002031	C6H10O	7	CS	1692.001066
dsgdb9nsd_002032	C5H9NO	7	C1	1561.028268
dsgdb9nsd_002033	C5H8O2	7	C1	1493.767583
dsgdb9nsd_002034	C7H12	7	C1	1888.479869
dsgdb9nsd_002035	C6H11N	7	C1	1755.803709
dsgdb9nsd_002036	C6H10O	7	C1	1688.230073
dsgdb9nsd_002037	C6H11N	7	C1	1752.995033
dsgdb9nsd_002038	C6H10O	7	C1	1687.457985
dsgdb9nsd_002039	C6H10O	7	C1	1693.957798
dsgdb9nsd_002040	C5H9NO	7	C1	1561.172376
dsgdb9nsd_002041	C5H8O2	7	C1	1493.089666
dsgdb9nsd_002042	C5H9NO	7	C1	1557.514573
dsgdb9nsd_002043	C7H12	7	C1	1871.636347
dsgdb9nsd_002044	C6H10O	7	C1	1666.643696
dsgdb9nsd_002045	C6H10O	7	C1	1681.209434
dsgdb9nsd_002046	C5H8O2	7	CS	1477.41254
dsgdb9nsd_002047	C7H12	7	C1	1887.214051
dsgdb9nsd_002048	C6H10O	7	C1	1682.206741
dsgdb9nsd_002050	C5H8O2	7	C1	1484.978265
dsgdb9nsd_002051	C5H7NO	7	C1	1456.538668
dsgdb9nsd_002052	C5H7NO	7	C1	1477.495942
dsgdb9nsd_002053	C5H6O2	7	C1	1401.511444
dsgdb9nsd_002054	C6H8O	7	C1	1593.111537
dsgdb9nsd_002055	C5H7NO	7	C1	1481.106531
dsgdb9nsd_002056	C4H5NO2	7	C1	1283.240091
dsgdb9nsd_002057	C4H5NO2	7	C1	1265.658537
dsgdb9nsd_002058	C4H5NO2	7	C1	1284.920104
dsgdb9nsd_002059	C4H6N2O	7	C1	1359.647575
dsgdb9nsd_002060	C6H8O	7	C1	1596.24547
dsgdb9nsd_002061	C5H7NO	7	C1	1470.48476
dsgdb9nsd_002062	C5H7NO	7	C1	1459.899659
dsgdb9nsd_002063	C5H6O2	7	C1	1387.707082
dsgdb9nsd_002064	C5H7NO	7	C1	1478.546738
dsgdb9nsd_002065	C5H6O2	7	C1	1404.937703
dsgdb9nsd_002066	C5H9NO	7	C1	1602.743174
dsgdb9nsd_002067	C4H7NO2	7	C1	1402.120825
dsgdb9nsd_002068	C4H8N2O	7	C1	1466.744062
dsgdb9nsd_002069	C4H7NO2	7	C1	1395.611073
dsgdb9nsd_002070	C4H7NO2	7	C1	1402.106449
dsgdb9nsd_002071	C6H10O	7	CS	1738.063526
dsgdb9nsd_002072	C5H9NO	7	C1	1622.014699
dsgdb9nsd_002073	C5H8O2	7	C1	1546.926511
dsgdb9nsd_002074	C5H9NO	7	C1	1601.805888
dsgdb9nsd_002075	C5H8O2	7	C1	1530.301218
dsgdb9nsd_002076	C5H8O2	7	CS	1533.0129
dsgdb9nsd_002077	C4H6O3	7	C1	1345.934352
dsgdb9nsd_002078	C4H8N2O	7	C1	1486.534551
dsgdb9nsd_002079	C4H7NO2	7	C1	1410.994067
dsgdb9nsd_002080	C4H7NO2	7	C1	1415.259744
dsgdb9nsd_002081	C4H6O3	7	C1	1339.984433
dsgdb9nsd_002082	C4H6O3	7	C1	1327.238629
dsgdb9nsd_002083	C4H8N2O	7	CS	1500.984834
dsgdb9nsd_002084	C4H7NO2	7	C1	1427.369253
dsgdb9nsd_002086	C7H12	7	C1	1920.855168
dsgdb9nsd_002087	C6H10O	7	C1	1715.627583
dsgdb9nsd_002088	C6H10O	7	C1	1715.683011
dsgdb9nsd_002089	C5H9NO	7	C1	1601.805354
dsgdb9nsd_002090	C6H10O	7	C1	1716.376007
dsgdb9nsd_002092	C5H9NO	7	C1	1600.151101
dsgdb9nsd_002093	C5H9NO	7	C1	1597.686539
dsgdb9nsd_002094	C6H10O	7	C1	1724.362766
dsgdb9nsd_002095	C4H7NO2	7	C1	1400.595833
dsgdb9nsd_002096	C7H12	7	C1	1918.983231
dsgdb9nsd_002097	C5H9NO	7	C1	1598.833877
dsgdb9nsd_002098	C6H10O	7	C1	1713.598105
dsgdb9nsd_002099	C6H10O	7	C1	1716.04317
dsgdb9nsd_002100	C6H10O	7	C1	1723.526478
dsgdb9nsd_002101	C5H8O2	7	C1	1516.422753
dsgdb9nsd_002114	C4H4N2O	7	C1	1201.616115
dsgdb9nsd_002115	C5H4O2	7	C1	1259.941749
dsgdb9nsd_002116	C4H3NO2	7	C1	1144.425251
dsgdb9nsd_002117	C4H6N2O	7	C1	1341.621279
dsgdb9nsd_002118	C4H5NO2	7	C1	1270.335948
dsgdb9nsd_002119	C3H4N2O2	7	CS	1141.195409
dsgdb9nsd_002120	C3H3NO3	7	C1	1084.916718
dsgdb9nsd_002121	C5H6O2	7	CS	1400.820387
dsgdb9nsd_002122	C4H5NO2	7	C1	1287.52147
dsgdb9nsd_002123	C4H4O3	7	C1	1213.112981
dsgdb9nsd_002124	C4H5NO2	7	CS	1263.237322
dsgdb9nsd_002125	C4H4O3	7	CS	1190.589249
dsgdb9nsd_002126	C3H2O4	7	CS	1027.333629
dsgdb9nsd_002127	C7H12	7	CS	1919.724075
dsgdb9nsd_002128	C6H10O	7	C1	1715.480175
dsgdb9nsd_002129	C6H8O	7	C1	1598.718064
dsgdb9nsd_002130	C5H7NO	7	C1	1482.252533
dsgdb9nsd_002131	C5H7NO	7	C1	1466.212035
dsgdb9nsd_002132	C5H6O2	7	C1	1411.151396
dsgdb9nsd_002133	C4H6N2O	7	C1	1351.985803
dsgdb9nsd_002134	C6H8O	7	C1	1591.298166
dsgdb9nsd_002135	C5H7NO	7	C1	1477.990608
dsgdb9nsd_002136	C4H7N3	7	C1	1412.232927
dsgdb9nsd_002137	C4H6N2O	7	C1	1358.225619
dsgdb9nsd_002138	C4H5NO2	7	C1	1286.584937
dsgdb9nsd_002139	C5H7NO	7	C1	1473.794113
dsgdb9nsd_002140	C4H7N3	7	C1	1408.092387
dsgdb9nsd_002141	C4H6N2O	7	C1	1352.666883
dsgdb9nsd_002142	C5H6O2	7	C1	1393.6768
dsgdb9nsd_002143	C4H5NO2	7	C1	1276.804825
dsgdb9nsd_002144	C6H8O	7	C1	1595.516925
dsgdb9nsd_002145	C5H7NO	7	C1	1474.647494
dsgdb9nsd_002147	C6H10O	7	C1	1720.213579
dsgdb9nsd_002148	C7H12	7	C1	1914.79645
dsgdb9nsd_002149	C6H10O	7	C1	1720.310731
dsgdb9nsd_002150	C5H9NO	7	C1	1600.931529
dsgdb9nsd_002151	C5H8O2	7	C1	1526.131869
dsgdb9nsd_002152	C6H10O	7	C1	1723.00781
dsgdb9nsd_002153	C7H12	7	C1	1918.017438
dsgdb9nsd_002154	C6H10O	7	C1	1716.104955
dsgdb9nsd_002155	C6H10O	7	C1	1736.3456
dsgdb9nsd_002156	C5H9NO	7	C1	1622.373911
dsgdb9nsd_002157	C5H9NO	7	C1	1604.846121
dsgdb9nsd_002158	C5H8O2	7	C1	1550.767741
dsgdb9nsd_002159	C5H8O2	7	C1	1530.267232
dsgdb9nsd_002160	C5H8O2	7	C1	1531.966998
dsgdb9nsd_002161	C4H7NO2	7	C1	1404.175843
dsgdb9nsd_002162	C4H6O3	7	C1	1348.456093
dsgdb9nsd_002163	C5H9NO	7	C1	1617.982876
dsgdb9nsd_002164	C4H8N2O	7	C1	1495.564708
dsgdb9nsd_002165	C4H7NO2	7	C1	1424.315924
dsgdb9nsd_002166	C4H7NO2	7	C1	1421.880723
dsgdb9nsd_002167	C5H8O2	7	C1	1540.449653
dsgdb9nsd_002168	C4H7NO2	7	C1	1426.502656
dsgdb9nsd_002169	C4H7NO2	7	C1	1409.87848
dsgdb9nsd_002171	C4H7NO2	7	C1	1404.183129
dsgdb9nsd_002172	C4H6O3	7	C1	1332.550767
dsgdb9nsd_002182	C5H8O2	7	C1	1520.792836
dsgdb9nsd_002183	C6H10O	7	C1	1717.231039
dsgdb9nsd_002184	C5H8O2	7	C1	1520.744574
dsgdb9nsd_002185	C5H9NO	7	C1	1601.598496
dsgdb9nsd_002186	C5H9NO	7	C1	1578.285771
dsgdb9nsd_002188	C4H7NO2	7	C1	1406.925621
dsgdb9nsd_002189	C5H9NO	7	C1	1591.627464
dsgdb9nsd_002190	C4H8N2O	7	C1	1463.309038
dsgdb9nsd_002191	C4H7NO2	7	C1	1393.813547
dsgdb9nsd_002192	C5H8O2	7	C1	1538.545758
dsgdb9nsd_002193	C4H7NO2	7	C1	1409.744902
dsgdb9nsd_002194	C4H6O3	7	C1	1339.461171
dsgdb9nsd_002195	C4H6O3	7	C1	1323.943407
dsgdb9nsd_002196	C6H10O	7	CS	1718.010456
dsgdb9nsd_002197	C5H8O2	7	C1	1520.815772
dsgdb9nsd_002198	C5H9NO	7	C1	1599.904967
dsgdb9nsd_002199	C5H9NO	7	CS	1585.703222
dsgdb9nsd_002200	C5H8O2	7	CS	1517.297414
dsgdb9nsd_002201	C4H7NO2	7	C1	1401.652678
dsgdb9nsd_002202	C4H6O3	7	CS	1322.98119
dsgdb9nsd_002211	C7H12	7	C1	1889.442124
dsgdb9nsd_002212	C6H10O	7	C1	1691.951349
dsgdb9nsd_002213	C6H10O	7	C1	1689.409477
dsgdb9nsd_002214	C5H8O2	7	C1	1489.828512
dsgdb9nsd_002215	C6H10O	7	C1	1694.981517
dsgdb9nsd_002216	C5H8O2	7	C1	1493.305849
dsgdb9nsd_002217	C6H10O	7	C1	1692.358521
dsgdb9nsd_002218	C5H8O2	7	C1	1486.436898
dsgdb9nsd_002219	C5H8O2	7	C1	1489.310816
dsgdb9nsd_002220	C7H12	7	C1	1887.879939
dsgdb9nsd_002221	C6H10O	7	C1	1691.1891
dsgdb9nsd_002222	C6H10O	7	C1	1685.194747
dsgdb9nsd_002223	C6H10O	7	C1	1682.456345
dsgdb9nsd_002224	C5H8O2	7	C1	1484.736404
dsgdb9nsd_002225	C5H8O2	7	C1	1495.518423
dsgdb9nsd_002226	C4H6O3	7	C1	1288.08358
dsgdb9nsd_002227	C7H10	7	C1	1765.61723
dsgdb9nsd_002228	C5H7NO	7	C1	1447.523346
dsgdb9nsd_002229	C6H9N	7	C1	1635.522067
dsgdb9nsd_002230	C6H8O	7	C1	1567.384413
dsgdb9nsd_002231	C6H8O	7	C1	1568.244797
dsgdb9nsd_002232	C7H10	7	C1	1765.527183
dsgdb9nsd_002233	C5H7NO	7	C1	1446.773366
dsgdb9nsd_002234	C6H9N	7	C1	1633.666258
dsgdb9nsd_002235	C6H8O	7	C1	1567.384645
